id,title,publisher,source_portal,country,uk_nation,domain,subdomain,research_roles,methods_supported,spatial_scale,temporal_resolution,coverage,formats,access_type,licence,authority_level,landing_url,link_type,verification_state,variables,notes,last_catalogue_review
inq-0212,HadUK-Grid Mean relative humidity – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,hurs: Mean relative humidity,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0213,HadUK-Grid Mean vapour pressure – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0214,HadUK-Grid Mean vapour pressure – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0215,HadUK-Grid Mean vapour pressure – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0216,HadUK-Grid Mean vapour pressure – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0217,HadUK-Grid Mean vapour pressure – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,humidity / moisture,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,pv: Mean vapour pressure,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0218,HadUK-Grid Days of ground frost – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0219,HadUK-Grid Days of ground frost – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0220,HadUK-Grid Days of ground frost – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0221,HadUK-Grid Days of ground frost – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0222,HadUK-Grid Days of ground frost – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,frost,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,groundfrost: Days of ground frost,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0223,HadUK-Grid Days of snow lying – seasonal – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0224,HadUK-Grid Days of snow lying – seasonal – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0225,HadUK-Grid Days of snow lying – seasonal – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0226,HadUK-Grid Days of snow lying – seasonal – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0227,HadUK-Grid Days of snow lying – seasonal – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,snow,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,seasonal,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,snowLying: Days of snow lying,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0228,HadUK-Grid Maximum air temperature – annual – 1km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,1km raster grid,annual,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0229,HadUK-Grid Maximum air temperature – annual – 5km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,5km raster grid,annual,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0230,HadUK-Grid Maximum air temperature – annual – 12km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,12km raster grid,annual,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0231,HadUK-Grid Maximum air temperature – annual – 25km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,25km raster grid,annual,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
inq-0232,HadUK-Grid Maximum air temperature – annual – 60km,Met Office,HadUK-Grid,United Kingdom,UK,Weather & Climate,temperature,Climate / exposure | Validation / reference | Predictor,GIS | Time-series | Climate analysis | Building simulation context,60km raster grid,annual,UK land area,NetCDF,Open,Open Government Licence,Official,https://www.metoffice.gov.uk/research/climate/maps-and-data/data/haduk-grid/datasets,official_collection,partition_of_verified_dataset,tasmax: Maximum air temperature,Partition defined by the official HadUK-Grid variable × frequency × resolution convention.,2026-09-04
